

=====================================================================
Game: Left 4 Dead 2 (550)
Date: 11/11/23 17:34:24
=====================================================================
NETWORK: Ping: 0.52ms, Server: 77049 Kbit/s, Client: 59 Kbit/s, Link: 100000 Kbit/s, Packet loss: 0.00%
Frame: 7098, 82994 bytes, k_EStreamFrameEventStart at 72938.73ms
           k_EStreamFrameEventCaptureBegin at 72938.73ms, delta: 0.00ms
           k_EStreamFrameEventCaptureEnd at 72938.94ms, delta: 0.20ms
           k_EStreamFrameEventConvertBegin at 72938.94ms, delta: 0.00ms
           k_EStreamFrameEventConvertEnd at 72938.94ms, delta: 0.00ms
           k_EStreamFrameEventEncodeBegin at 72938.94ms, delta: 0.00ms
           k_EStreamFrameEventEncodeEnd at 72940.89ms, delta: 1.95ms
           k_EStreamFrameEventSend at 72940.89ms, delta: 0.00ms
           k_EStreamFrameEventRecv at 72951.89ms, delta: 11.00ms
           k_EStreamFrameEventDecodeBegin at 72952.24ms, delta: 0.35ms
           k_EStreamFrameEventDecodeEnd at 72953.09ms, delta: 0.85ms
           k_EStreamFrameEventUploadBegin at 72953.94ms, delta: 0.84ms
           k_EStreamFrameEventUploadEnd at 72953.94ms, delta: 0.00ms
           k_EStreamFrameEventComplete at 72960.65ms, delta: 6.71ms
           total frame time: 21.91ms, result = k_EStreamFrameResultDisplayed
Frame: 7099, 86671 bytes, k_EStreamFrameEventStart at 72947.84ms
           k_EStreamFrameEventCaptureBegin at 72947.84ms, delta: 0.00ms
           k_EStreamFrameEventCaptureEnd at 72948.06ms, delta: 0.21ms
           k_EStreamFrameEventConvertBegin at 72948.06ms, delta: 0.00ms
           k_EStreamFrameEventConvertEnd at 72948.06ms, delta: 0.00ms
           k_EStreamFrameEventEncodeBegin at 72948.06ms, delta: 0.00ms
           k_EStreamFrameEventEncodeEnd at 72949.98ms, delta: 1.92ms
           k_EStreamFrameEventSend at 72949.98ms, delta: 0.00ms
           k_EStreamFrameEventRecv at 72959.24ms, delta: 9.26ms
           k_EStreamFrameEventDecodeBegin at 72959.72ms, delta: 0.47ms
           k_EStreamFrameEventDecodeEnd at 72960.59ms, delta: 0.87ms
           k_EStreamFrameEventUploadBegin at 72960.92ms, delta: 0.34ms
           k_EStreamFrameEventUploadEnd at 72960.92ms, delta: 0.00ms
           k_EStreamFrameEventComplete at 72966.17ms, delta: 5.25ms
           total frame time: 18.33ms, result = k_EStreamFrameResultDisplayed
Frame: 7100, 88103 bytes, k_EStreamFrameEventStart at 72954.80ms
           k_EStreamFrameEventCaptureBegin at 72954.80ms, delta: 0.00ms
